text@e1972f	@e1972f	226.73	229.47	скажите как вам / на... на нынешнем фестивале ? //
text@e1972f	@e1972f	254.99	261.91	я надеюсь представлять не надо / Игоря Бычкова / группа Алоэ / сегодня будет у вас / ээ / ваш концерт / ваше выступление на концерте ? //
text@e1972f	@e1972f	283.24	291.78	Игорь ну я надеюсь / в общем / ты не должен расстраиваться / поскольку / на заключительном концерте / ээ / обязательно наверняка будут клавис... ши были поэтому //
words@e1972f	@e1972f	0.34	0.68	кстати
words@e1972f	@e1972f	0.68	1.02	/
words@e1972f	@e1972f	1.02	1.36	представляю
words@e1972f	@e1972f	1.36	1.7	вам
words@e1972f	@e1972f	1.7	2.04	Вениамина
words@e1972f	@e1972f	2.04	2.38	Дыркина
words@e1972f	@e1972f	2.38	2.72	/
words@e1972f	@e1972f	3.02	3.292	ээ
words@e1972f	@e1972f	3.292	3.564	/
words@e1972f	@e1972f	3.564	3.836	лауреата
words@e1972f	@e1972f	3.836	4.108	/
